observableId	simulationConditionId	observableParameters	time	measurement	noiseParameters	preequilibrationConditionId	observableTransformation
Mclp_ERBB2	TUMOR-NCIH2228-cellline-01-01	offset_protein_common_ERBB2_all;offset_protein_total_genotypespecific_TUMOR-NCIH2228-01-01	inf	0.26314	ERBB2_sigma_all		
Mclp_ERBB2	TUMOR-NCIH2286-cellline-01-01	offset_protein_common_ERBB2_all;offset_protein_total_genotypespecific_TUMOR-NCIH2286-01-01	inf	0.64164	ERBB2_sigma_all		
Mclp_ERBB2	TUMOR-NCIH23-cellline-01-01	offset_protein_common_ERBB2_all;offset_protein_total_genotypespecific_TUMOR-NCIH23-01-01	inf	0.036128	ERBB2_sigma_all		
Mclp_ERBB2	TUMOR-NCIH358-cellline-01-01	offset_protein_common_ERBB2_all;offset_protein_total_genotypespecific_TUMOR-NCIH358-01-01	inf	1.0843	ERBB2_sigma_all		
Mclp_ERBB2	TUMOR-NCIH520-cellline-01-01	offset_protein_common_ERBB2_all;offset_protein_total_genotypespecific_TUMOR-NCIH520-01-01	inf	-1.0074	ERBB2_sigma_all		
Mclp_ERBB2	TUMOR-NCIH522-cellline-01-01	offset_protein_common_ERBB2_all;offset_protein_total_genotypespecific_TUMOR-NCIH522-01-01	inf	1.3747	ERBB2_sigma_all		
Mclp_ERBB2	TUMOR-NCIH650-cellline-01-01	offset_protein_common_ERBB2_all;offset_protein_total_genotypespecific_TUMOR-NCIH650-01-01	inf	-0.4936	ERBB2_sigma_all		
Mclp_ERBB2	TUMOR-NCIH661-cellline-01-01	offset_protein_common_ERBB2_all;offset_protein_total_genotypespecific_TUMOR-NCIH661-01-01	inf	0.79578	ERBB2_sigma_all		
Mclp_ERBB2	TUMOR-NCIH727-cellline-01-01	offset_protein_common_ERBB2_all;offset_protein_total_genotypespecific_TUMOR-NCIH727-01-01	inf	-0.7958	ERBB2_sigma_all		
Mclp_ERBB2	TUMOR-NCIH747-cellline-01-01	offset_protein_common_ERBB2_all;offset_protein_total_genotypespecific_TUMOR-NCIH747-01-01	inf	0.85388	ERBB2_sigma_all		
Mclp_ERBB2	TUMOR-NCIH810-cellline-01-01	offset_protein_common_ERBB2_all;offset_protein_total_genotypespecific_TUMOR-NCIH810-01-01	inf	-1.4987	ERBB2_sigma_all		
Mclp_ERBB2	TUMOR-HCC1187-cellline-01-01	offset_protein_common_ERBB2_all;offset_protein_total_genotypespecific_TUMOR-HCC1187-01-01	inf	1.6628	ERBB2_sigma_all		
Mclp_ERBB2	TUMOR-HCC1395-cellline-01-01	offset_protein_common_ERBB2_all;offset_protein_total_genotypespecific_TUMOR-HCC1395-01-01	inf	-0.94681	ERBB2_sigma_all		
Mclp_ERBB2	TUMOR-HCC1569-cellline-01-01	offset_protein_common_ERBB2_all;offset_protein_total_genotypespecific_TUMOR-HCC1569-01-01	inf	3.9832	ERBB2_sigma_all		
Mclp_ERBB2	TUMOR-HCC78-cellline-01-01	offset_protein_common_ERBB2_all;offset_protein_total_genotypespecific_TUMOR-HCC78-01-01	inf	0.34801	ERBB2_sigma_all		
Mclp_ERBB2	TUMOR-HCC827-cellline-01-01	offset_protein_common_ERBB2_all;offset_protein_total_genotypespecific_TUMOR-HCC827-01-01	inf	0.21588000000000002	ERBB2_sigma_all		
Mclp_ERBB2	TUMOR-LS411N-cellline-01-01	offset_protein_common_ERBB2_all;offset_protein_total_genotypespecific_TUMOR-LS411N-01-01	inf	0.6367	ERBB2_sigma_all		
Mclp_ERBB2	TUMOR-MDAMB415-cellline-01-01	offset_protein_common_ERBB2_all;offset_protein_total_genotypespecific_TUMOR-MDAMB415-01-01	inf	-0.10002	ERBB2_sigma_all		
Mclp_ERBB2	TUMOR-MDAMB436-cellline-01-01	offset_protein_common_ERBB2_all;offset_protein_total_genotypespecific_TUMOR-MDAMB436-01-01	inf	-0.1783	ERBB2_sigma_all		
Mclp_ERBB2	TUMOR-MDAMB468-cellline-01-01	offset_protein_common_ERBB2_all;offset_protein_total_genotypespecific_TUMOR-MDAMB468-01-01	inf	-1.45	ERBB2_sigma_all		
Mclp_ERBB2	TUMOR-SHP77-cellline-01-01	offset_protein_common_ERBB2_all;offset_protein_total_genotypespecific_TUMOR-SHP77-01-01	inf	-1.7653	ERBB2_sigma_all		
Mclp_ERBB2	TUMOR-SKBR3-cellline-01-01	offset_protein_common_ERBB2_all;offset_protein_total_genotypespecific_TUMOR-SKBR3-01-01	inf	4.1978	ERBB2_sigma_all		
Mclp_ERBB2	TUMOR-SKLU1-cellline-01-01	offset_protein_common_ERBB2_all;offset_protein_total_genotypespecific_TUMOR-SKLU1-01-01	inf	0.44776000000000005	ERBB2_sigma_all		
Mclp_ERBB2	TUMOR-SKMEL24-cellline-01-01	offset_protein_common_ERBB2_all;offset_protein_total_genotypespecific_TUMOR-SKMEL24-01-01	inf	0.7645	ERBB2_sigma_all		
Mclp_ERBB2	TUMOR-SW1417-cellline-01-01	offset_protein_common_ERBB2_all;offset_protein_total_genotypespecific_TUMOR-SW1417-01-01	inf	0.92932	ERBB2_sigma_all		
Mclp_ERBB2	TUMOR-SW1573-cellline-01-01	offset_protein_common_ERBB2_all;offset_protein_total_genotypespecific_TUMOR-SW1573-01-01	inf	0.18663	ERBB2_sigma_all		
Mclp_ERBB2	TUMOR-SW480-cellline-01-01	offset_protein_common_ERBB2_all;offset_protein_total_genotypespecific_TUMOR-SW480-01-01	inf	0.23464000000000002	ERBB2_sigma_all		
Mclp_ERBB2	TUMOR-UACC257-cellline-01-01	offset_protein_common_ERBB2_all;offset_protein_total_genotypespecific_TUMOR-UACC257-01-01	inf	-0.54711	ERBB2_sigma_all		
Mclp_ERBB2	TUMOR-UACC62-cellline-01-01	offset_protein_common_ERBB2_all;offset_protein_total_genotypespecific_TUMOR-UACC62-01-01	inf	-0.27048	ERBB2_sigma_all		
Mclp_ERBB2	TUMOR-UACC812-cellline-01-01	offset_protein_common_ERBB2_all;offset_protein_total_genotypespecific_TUMOR-UACC812-01-01	inf	3.7194	ERBB2_sigma_all		
Mclp_ERBB2	TUMOR-ZR751-cellline-01-01	offset_protein_common_ERBB2_all;offset_protein_total_genotypespecific_TUMOR-ZR751-01-01	inf	0.78188	ERBB2_sigma_all		
Mclp_ERBB2	TUMOR-ZR7530-cellline-01-01	offset_protein_common_ERBB2_all;offset_protein_total_genotypespecific_TUMOR-ZR7530-01-01	inf	4.4187	ERBB2_sigma_all		
Mclp_ERBB2Y1248	TUMOR-BT474-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-BT474-01-01	inf	2.6524	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-BT549-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-BT549-01-01	inf	0.3411	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-CAMA1-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-CAMA1-01-01	inf	1.2618	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-COLO201-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-COLO201-01-01	inf	-1.1189	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-EFM19-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-EFM19-01-01	inf	0.47552	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-NCIH1048-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-NCIH1048-01-01	inf	-0.13699999999999998	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-NCIH1355-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-NCIH1355-01-01	inf	0.3738	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-NCIH1563-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-NCIH1563-01-01	inf	0.75993	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-NCIH1573-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-NCIH1573-01-01	inf	2.0945	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-NCIH1648-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-NCIH1648-01-01	inf	1.4873	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-NCIH1650-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-NCIH1650-01-01	inf	-0.5997600000000001	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-NCIH1666-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-NCIH1666-01-01	inf	1.1826	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-NCIH1693-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-NCIH1693-01-01	inf	1.4666	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-NCIH1703-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-NCIH1703-01-01	inf	-0.054787999999999996	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-NCIH1792-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-NCIH1792-01-01	inf	0.37618	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-NCIH1869-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-NCIH1869-01-01	inf	0.42813	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-NCIH1944-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-NCIH1944-01-01	inf	0.24703000000000003	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-NCIH1975-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-NCIH1975-01-01	inf	1.6331	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-NCIH2023-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-NCIH2023-01-01	inf	0.22921999999999998	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-NCIH2030-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-NCIH2030-01-01	inf	1.0170000000000001	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-NCIH2087-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-NCIH2087-01-01	inf	2.6362	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-NCIH211-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-NCIH211-01-01	inf	-0.24314000000000002	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-NCIH2170-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-NCIH2170-01-01	inf	3.2014	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-NCIH2172-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-NCIH2172-01-01	inf	0.49007	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-NCIH2228-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-NCIH2228-01-01	inf	1.2027	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-NCIH2286-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-NCIH2286-01-01	inf	0.49951	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-NCIH23-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-NCIH23-01-01	inf	0.52503	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-NCIH358-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-NCIH358-01-01	inf	1.0534	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-NCIH520-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-NCIH520-01-01	inf	1.8043	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-NCIH522-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-NCIH522-01-01	inf	0.97862	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-NCIH650-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-NCIH650-01-01	inf	-0.23078	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-NCIH661-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-NCIH661-01-01	inf	1.4025	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-NCIH727-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-NCIH727-01-01	inf	-0.06116799999999999	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-NCIH747-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-NCIH747-01-01	inf	1.1632	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-NCIH810-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-NCIH810-01-01	inf	-0.42408999999999997	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-HCC1187-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-HCC1187-01-01	inf	0.56745	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-HCC1395-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-HCC1395-01-01	inf	-0.5263399999999999	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-HCC1569-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-HCC1569-01-01	inf	2.7327	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-HCC78-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-HCC78-01-01	inf	0.44959	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-HCC827-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-HCC827-01-01	inf	3.5297	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-LS411N-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-LS411N-01-01	inf	0.29215	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-MDAMB415-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-MDAMB415-01-01	inf	-0.27462	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-MDAMB436-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-MDAMB436-01-01	inf	-0.37664000000000003	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-MDAMB468-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-MDAMB468-01-01	inf	0.93311	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-SHP77-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-SHP77-01-01	inf	-0.26421999999999995	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-SKBR3-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-SKBR3-01-01	inf	2.1477	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-SKLU1-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-SKLU1-01-01	inf	0.43609	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-SKMEL24-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-SKMEL24-01-01	inf	-0.08153300000000001	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-SW1417-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-SW1417-01-01	inf	0.10350999999999999	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-SW1573-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-SW1573-01-01	inf	0.043892	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-SW480-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-SW480-01-01	inf	-0.25629	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-UACC257-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-UACC257-01-01	inf	-0.3214	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-UACC62-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-UACC62-01-01	inf	-0.26846	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-UACC812-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-UACC812-01-01	inf	2.0484	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-ZR751-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-ZR751-01-01	inf	0.1691	ERBB2Y1248_sigma_all		
Mclp_ERBB2Y1248	TUMOR-ZR7530-cellline-01-01	offset_protein_common_ERBB2Y1248_all;offset_protein_total_genotypespecific_TUMOR-ZR7530-01-01	inf	3.9898	ERBB2Y1248_sigma_all		
Mclp_ERBB3	TUMOR-BT474-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-BT474-01-01	inf	0.20631	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-BT549-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-BT549-01-01	inf	-0.45621000000000006	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-CAMA1-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-CAMA1-01-01	inf	1.0184	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-EFM19-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-EFM19-01-01	inf	1.0406	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-NCIH1048-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-NCIH1048-01-01	inf	0.56657	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-NCIH1355-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-NCIH1355-01-01	inf	-0.5220600000000001	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-NCIH1563-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-NCIH1563-01-01	inf	-1.0295	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-NCIH1573-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-NCIH1573-01-01	inf	0.090045	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-NCIH1648-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-NCIH1648-01-01	inf	-0.38161999999999996	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-NCIH1666-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-NCIH1666-01-01	inf	0.71514	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-NCIH1693-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-NCIH1693-01-01	inf	0.57818	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-NCIH1703-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-NCIH1703-01-01	inf	-1.0819	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-NCIH1869-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-NCIH1869-01-01	inf	0.8303200000000001	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-NCIH1944-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-NCIH1944-01-01	inf	0.74993	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-NCIH1975-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-NCIH1975-01-01	inf	0.036871	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-NCIH2023-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-NCIH2023-01-01	inf	-0.6511	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-NCIH2030-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-NCIH2030-01-01	inf	-0.063788	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-NCIH2087-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-NCIH2087-01-01	inf	0.69402	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-NCIH211-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-NCIH211-01-01	inf	0.31574	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-NCIH2170-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-NCIH2170-01-01	inf	0.22336999999999999	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-NCIH2172-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-NCIH2172-01-01	inf	-1.1619	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-NCIH2228-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-NCIH2228-01-01	inf	-0.74988	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-NCIH2286-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-NCIH2286-01-01	inf	-1.315	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-NCIH23-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-NCIH23-01-01	inf	-0.45168	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-NCIH358-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-NCIH358-01-01	inf	0.69476	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-NCIH520-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-NCIH520-01-01	inf	-0.6917800000000001	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-NCIH522-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-NCIH522-01-01	inf	-0.51695	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-NCIH650-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-NCIH650-01-01	inf	-1.1532	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-NCIH661-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-NCIH661-01-01	inf	-0.44513	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-NCIH727-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-NCIH727-01-01	inf	0.43946999999999997	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-NCIH747-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-NCIH747-01-01	inf	-0.24934	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-NCIH810-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-NCIH810-01-01	inf	-0.21272	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-HCC1187-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-HCC1187-01-01	inf	-0.12913	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-HCC1395-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-HCC1395-01-01	inf	-1.1739	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-HCC1569-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-HCC1569-01-01	inf	0.98141	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-HCC78-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-HCC78-01-01	inf	0.62551	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-HCC827-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-HCC827-01-01	inf	-0.20815	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-LS411N-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-LS411N-01-01	inf	0.1214	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-MDAMB436-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-MDAMB436-01-01	inf	-1.1411	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-MDAMB468-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-MDAMB468-01-01	inf	0.12932000000000002	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-SHP77-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-SHP77-01-01	inf	-1.2834	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-SKBR3-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-SKBR3-01-01	inf	0.65638	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-SKLU1-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-SKLU1-01-01	inf	-0.92804	ERBB3_sigma_all		
Mclp_ERBB3	TUMOR-SKMEL24-cellline-01-01	offset_protein_common_ERBB3_all;offset_protein_total_genotypespecific_TUMOR-SKMEL24-01-01	inf	1.4997	ERBB3_sigma_all		
